Datetime [UTC+10.00],Baro [m],Earth tides [m**2/s**2],FG822-2 [m],FG822-2_corrected [m]
21/10/2014 00:00:00,10.1623,,85.635,85.6837
21/10/2014 00:15:00,10.167,,85.634,85.6848
21/10/2014 00:30:00,10.1698,,85.634,85.6852
21/10/2014 00:45:00,10.1733,,85.633,85.687
21/10/2014 01:00:00,10.1764,,85.633,85.6875
21/10/2014 01:15:00,10.179,,85.632,85.6888
21/10/2014 01:30:00,10.1811,,85.631,85.6887
21/10/2014 01:45:00,10.1828,,85.631,85.6901
21/10/2014 02:00:00,10.1844,,85.631,85.6911
21/10/2014 02:15:00,10.1863,,85.63,85.691
21/10/2014 02:30:00,10.1878,,85.63,85.6916
21/10/2014 02:45:00,10.1882,,85.629,85.6911
21/10/2014 03:00:00,10.1882,,85.629,85.691
21/10/2014 03:15:00,10.1883,,85.628,85.6903
21/10/2014 03:30:00,10.1881,,85.629,85.6905
21/10/2014 03:45:00,10.1877,,85.629,85.6904
21/10/2014 04:00:00,10.1869,,85.63,85.6901
21/10/2014 04:15:00,10.1855,,85.631,85.6904
21/10/2014 04:30:00,10.1837,,85.632,85.6897
21/10/2014 04:45:00,10.1814,,85.633,85.6895
21/10/2014 05:00:00,10.1786,,85.635,85.6894
21/10/2014 05:15:00,10.1756,,85.636,85.6887
21/10/2014 05:30:00,10.1722,,85.637,85.6874
21/10/2014 05:45:00,10.1681,,85.639,85.6868
21/10/2014 06:00:00,10.164,,85.641,85.6866
21/10/2014 06:15:00,10.161,,85.642,85.6848
21/10/2014 06:30:00,10.1582,,85.644,85.6847
21/10/2014 06:45:00,10.1546,,85.647,85.6847
21/10/2014 07:00:00,10.151,,85.648,85.6837
21/10/2014 07:15:00,10.1475,,85.651,85.6838
21/10/2014 07:30:00,10.1445,,85.652,85.6831
21/10/2014 07:45:00,10.1429,,85.655,85.6837
21/10/2014 08:00:00,10.1412,,85.657,85.6843
21/10/2014 08:15:00,10.1374,,85.659,85.684
21/10/2014 08:30:00,10.1336,,85.66,85.6833
21/10/2014 08:45:00,10.1317,,85.662,85.6839
21/10/2014 09:00:00,10.1303,,85.663,85.6834
21/10/2014 09:15:00,10.1284,,85.663,85.6823
21/10/2014 09:30:00,10.1272,,85.663,85.6812
21/10/2014 09:45:00,10.1282,,85.662,85.6799
21/10/2014 10:00:00,10.13,,85.661,85.6786
21/10/2014 10:15:00,10.1319,,85.661,85.679
21/10/2014 10:30:00,10.1336,,85.661,85.6794
21/10/2014 10:45:00,10.1343,,85.659,85.6777
21/10/2014 11:00:00,10.1349,,85.658,85.6775
21/10/2014 11:15:00,10.1361,,85.658,85.6778
21/10/2014 11:30:00,10.1377,,85.657,85.6783
21/10/2014 11:45:00,10.1403,,85.657,85.6788
21/10/2014 12:00:00,10.1424,,85.657,85.6804
21/10/2014 12:15:00,10.142,,85.657,85.6804
21/10/2014 12:30:00,10.1414,,85.655,85.6799
21/10/2014 12:45:00,10.1424,,85.654,85.6791
21/10/2014 13:00:00,10.1441,,85.653,85.6794
21/10/2014 13:15:00,10.146,,85.653,85.6802
21/10/2014 13:30:00,10.148,,85.652,85.68
21/10/2014 13:45:00,10.1498,,85.651,85.6803
21/10/2014 14:00:00,10.1513,,85.65,85.68
21/10/2014 14:15:00,10.1517,,85.65,85.6808
21/10/2014 14:30:00,10.1521,,85.65,85.6818
21/10/2014 14:45:00,10.1535,,85.649,85.6813
21/10/2014 15:00:00,10.1549,,85.648,85.6812
21/10/2014 15:15:00,10.1556,,85.648,85.6813
21/10/2014 15:30:00,10.1563,,85.647,85.6814
21/10/2014 15:45:00,10.1582,,85.648,85.6827
21/10/2014 16:00:00,10.1595,,85.648,85.6834
21/10/2014 16:15:00,10.1581,,85.648,85.6832
21/10/2014 16:30:00,10.1561,,85.648,85.6834
21/10/2014 16:45:00,10.1547,,85.648,85.6828
21/10/2014 17:00:00,10.1539,,85.648,85.6826
21/10/2014 17:15:00,10.1542,,85.649,85.6833
21/10/2014 17:30:00,10.1549,,85.649,85.6831
21/10/2014 17:45:00,10.1555,,85.65,85.6841
21/10/2014 18:00:00,10.1554,,85.651,85.6846
21/10/2014 18:15:00,10.1532,,85.652,85.6849
21/10/2014 18:30:00,10.1508,,85.653,85.6855
21/10/2014 18:45:00,10.15,,85.653,85.6847
21/10/2014 19:00:00,10.1496,,85.653,85.6842
21/10/2014 19:15:00,10.1485,,85.654,85.6846
21/10/2014 19:30:00,10.1475,,85.655,85.6851
21/10/2014 19:45:00,10.147,,85.656,85.6856
21/10/2014 20:00:00,10.1466,,85.656,85.6854
21/10/2014 20:15:00,10.1464,,85.657,85.6861
21/10/2014 20:30:00,10.1461,,85.656,85.685
21/10/2014 20:45:00,10.1455,,85.657,85.6855
21/10/2014 21:00:00,10.1448,,85.657,85.6858
21/10/2014 21:15:00,10.1441,,85.657,85.6853
21/10/2014 21:30:00,10.1436,,85.656,85.6848
21/10/2014 21:45:00,10.1437,,85.656,85.6846
21/10/2014 22:00:00,10.1442,,85.655,85.6843
