Datetime [UTC+10.00],Baro [m],Earth tides [m**2/s**2],Smith [m],Smith_corrected [m]
14/11/2015 18:45:00,10.1277,,85.666,85.6703
14/11/2015 19:00:00,10.1266,,85.667,85.6706
14/11/2015 19:15:00,10.1247,,85.668,85.6711
14/11/2015 19:30:00,10.1226,,85.668,85.6708
14/11/2015 19:45:00,10.1205,,85.669,85.6717
14/11/2015 20:00:00,10.1189,,85.669,85.6719
14/11/2015 20:15:00,10.1187,,85.67,85.673
14/11/2015 20:30:00,10.1187,,85.67,85.6735
14/11/2015 20:45:00,10.1174,,85.671,85.6749
14/11/2015 21:00:00,10.1162,,85.67,85.6744
14/11/2015 21:15:00,10.116,,85.669,85.6742
14/11/2015 21:30:00,10.1162,,85.668,85.6745
14/11/2015 21:45:00,10.1162,,85.667,85.6744
14/11/2015 22:00:00,10.1166,,85.665,85.6734
14/11/2015 22:15:00,10.118,,85.662,85.6715
14/11/2015 22:30:00,10.1197,,85.66,85.6707
14/11/2015 22:45:00,10.1209,,85.658,85.6699
14/11/2015 23:00:00,10.1222,,85.657,85.67
14/11/2015 23:15:00,10.1243,,85.655,85.6692
14/11/2015 23:30:00,10.1265,,85.652,85.6671
14/11/2015 23:45:00,10.1281,,85.651,85.6671
15/11/2015 00:00:00,10.1299,,85.65,85.6671
15/11/2015 00:15:00,10.1329,,85.649,85.6674
15/11/2015 00:30:00,10.1357,,85.647,85.6664
15/11/2015 00:45:00,10.1369,,85.647,85.6671
15/11/2015 01:00:00,10.1379,,85.647,85.6675
15/11/2015 01:15:00,10.1399,,85.646,85.6672
15/11/2015 01:30:00,10.1422,,85.645,85.6668
15/11/2015 01:45:00,10.1448,,85.646,85.6683
15/11/2015 02:00:00,10.147,,85.644,85.6666
15/11/2015 02:15:00,10.1476,,85.646,85.6683
15/11/2015 02:30:00,10.1476,,85.647,85.6689
15/11/2015 02:45:00,10.1482,,85.647,85.6685
15/11/2015 03:00:00,10.1484,,85.648,85.669
15/11/2015 03:15:00,10.1472,,85.649,85.6689
15/11/2015 03:30:00,10.1458,,85.651,85.67
15/11/2015 03:45:00,10.1458,,85.652,85.6696
15/11/2015 04:00:00,10.1457,,85.652,85.6688
15/11/2015 04:15:00,10.1445,,85.654,85.6694
15/11/2015 04:30:00,10.1428,,85.657,85.6707
15/11/2015 04:45:00,10.1408,,85.658,85.67
15/11/2015 05:00:00,10.1388,,85.658,85.6682
15/11/2015 05:15:00,10.1372,,85.659,85.6674
15/11/2015 05:30:00,10.1356,,85.66,85.6668
15/11/2015 05:45:00,10.1337,,85.662,85.6667
15/11/2015 06:00:00,10.1315,,85.664,85.6666
15/11/2015 06:15:00,10.129,,85.666,85.6669
15/11/2015 06:30:00,10.1262,,85.669,85.6681
15/11/2015 06:45:00,10.1232,,85.67,85.6672
15/11/2015 07:00:00,10.1204,,85.673,85.6685
15/11/2015 07:15:00,10.1183,,85.676,85.6701
15/11/2015 07:30:00,10.116,,85.675,85.6679
15/11/2015 07:45:00,10.1126,,85.677,85.6685
15/11/2015 08:00:00,10.1093,,85.679,85.669
15/11/2015 08:15:00,10.1073,,85.68,85.6687
15/11/2015 08:30:00,10.1055,,85.682,85.6698
15/11/2015 08:45:00,10.1032,,85.683,85.6701
15/11/2015 09:00:00,10.1009,,85.684,85.6706
15/11/2015 09:15:00,10.099,,85.685,85.6713
15/11/2015 09:30:00,10.0973,,85.686,85.6723
15/11/2015 09:45:00,10.0959,,85.686,85.6719
15/11/2015 10:00:00,10.0948,,85.686,85.6718
15/11/2015 10:15:00,10.0942,,85.686,85.6721
15/11/2015 10:30:00,10.0938,,85.686,85.6725
15/11/2015 10:45:00,10.0933,,85.685,85.6723
15/11/2015 11:00:00,10.0929,,85.684,85.6722
15/11/2015 11:15:00,10.0928,,85.683,85.672
15/11/2015 11:30:00,10.093,,85.681,85.6709
15/11/2015 11:45:00,10.0934,,85.68,85.671
15/11/2015 12:00:00,10.0941,,85.678,85.6703
15/11/2015 12:15:00,10.0952,,85.676,85.6694
15/11/2015 12:30:00,10.0967,,85.675,85.6697
15/11/2015 12:45:00,10.0987,,85.673,85.6688
15/11/2015 13:00:00,10.101,,85.673,85.67
15/11/2015 13:15:00,10.1039,,85.672,85.6706
15/11/2015 13:30:00,10.1068,,85.671,85.6708
15/11/2015 13:45:00,10.1092,,85.668,85.6689
15/11/2015 14:00:00,10.1116,,85.666,85.6676
15/11/2015 14:15:00,10.1142,,85.665,85.6674
15/11/2015 14:30:00,10.1167,,85.664,85.6668
15/11/2015 14:45:00,10.1188,,85.663,85.6666
15/11/2015 15:00:00,10.1208,,85.661,85.6651
15/11/2015 15:15:00,10.1227,,85.66,85.6645
15/11/2015 15:30:00,10.1245,,85.659,85.6635
15/11/2015 15:45:00,10.1259,,85.658,85.6622
15/11/2015 16:00:00,10.1272,,85.657,85.6608
15/11/2015 16:15:00,10.1285,,85.657,85.6607
15/11/2015 16:30:00,10.1297,,85.658,85.6615
15/11/2015 16:45:00,10.1304,,85.658,85.6611
15/11/2015 17:00:00,10.1309,,85.658,85.6606
15/11/2015 17:15:00,10.1311,,85.658,85.6599
15/11/2015 17:30:00,10.1312,,85.659,85.6601
15/11/2015 17:45:00,10.1313,,85.659,85.6597
15/11/2015 18:00:00,10.1312,,85.66,85.6597
15/11/2015 18:15:00,10.1306,,85.661,85.6603
15/11/2015 18:30:00,10.1298,,85.661,85.6596
15/11/2015 18:45:00,10.1287,,85.661,85.6595
15/11/2015 19:00:00,10.1277,,85.664,85.6621
15/11/2015 19:15:00,10.1279,,85.665,85.6632
15/11/2015 19:30:00,10.1279,,85.665,85.6629
15/11/2015 19:45:00,10.1262,,85.662,85.6601
15/11/2015 20:00:00,10.1245,,85.661,85.6591
15/11/2015 20:15:00,10.1243,,85.66,85.6586
15/11/2015 20:30:00,10.1248,,85.659,85.6584
15/11/2015 20:45:00,10.1259,,85.66,85.6604
15/11/2015 21:00:00,10.1271,,85.659,85.6604
15/11/2015 21:15:00,10.1281,,85.658,85.6601
15/11/2015 21:30:00,10.1289,,85.658,85.6615
15/11/2015 21:45:00,10.1296,,85.657,85.6617
15/11/2015 22:00:00,10.1301,,85.654,85.6602
15/11/2015 22:15:00,10.1301,,85.653,85.6606
15/11/2015 22:30:00,10.1304,,85.651,85.6602
15/11/2015 22:45:00,10.1323,,85.651,85.6618
15/11/2015 23:00:00,10.1345,,85.648,85.6609
15/11/2015 23:15:00,10.136,,85.647,85.6611
15/11/2015 23:30:00,10.1373,,85.646,85.6615
15/11/2015 23:45:00,10.1385,,85.645,85.6622
16/11/2015 00:00:00,10.1399,,85.644,85.6625
16/11/2015 00:15:00,10.1422,,85.643,85.6631
16/11/2015 00:30:00,10.1445,,85.643,85.6646
16/11/2015 00:45:00,10.1457,,85.64,85.6622
16/11/2015 01:00:00,10.1466,,85.64,85.663
16/11/2015 01:15:00,10.1476,,85.639,85.6627
16/11/2015 01:30:00,10.1489,,85.638,85.6621
16/11/2015 01:45:00,10.1515,,85.639,85.6639
16/11/2015 02:00:00,10.1539,,85.64,85.6653
16/11/2015 02:15:00,10.1545,,85.64,85.6651
16/11/2015 02:30:00,10.1545,,85.639,85.6639
16/11/2015 02:45:00,10.1543,,85.641,85.6652
16/11/2015 03:00:00,10.154,,85.641,85.6647
16/11/2015 03:15:00,10.1538,,85.642,85.6651
16/11/2015 03:30:00,10.1533,,85.643,85.6653
16/11/2015 03:45:00,10.1525,,85.645,85.6665
16/11/2015 04:00:00,10.1512,,85.646,85.6662
16/11/2015 04:15:00,10.1493,,85.647,85.6659
16/11/2015 04:30:00,10.147,,85.649,85.6663
16/11/2015 04:45:00,10.1447,,85.652,85.6679
16/11/2015 05:00:00,10.1422,,85.651,85.665
16/11/2015 05:15:00,10.1395,,85.652,85.6643
16/11/2015 05:30:00,10.1369,,85.654,85.6647
16/11/2015 05:45:00,10.135,,85.655,85.6641
16/11/2015 06:00:00,10.1333,,85.654,85.6615
16/11/2015 06:15:00,10.1312,,85.656,85.6615
16/11/2015 06:30:00,10.1292,,85.659,85.6628
16/11/2015 06:45:00,10.1279,,85.663,85.6651
16/11/2015 07:00:00,10.1262,,85.664,85.665
16/11/2015 07:15:00,10.1228,,85.664,85.6632
16/11/2015 07:30:00,10.1194,,85.669,85.6667
16/11/2015 07:45:00,10.1178,,85.67,85.6666
16/11/2015 08:00:00,10.1162,,85.67,85.6657
16/11/2015 08:15:00,10.1127,,85.671,85.6657
16/11/2015 08:30:00,10.1091,,85.672,85.6658
16/11/2015 08:45:00,10.1071,,85.672,85.6653
16/11/2015 09:00:00,10.1058,,85.673,85.666
16/11/2015 09:15:00,10.1051,,85.674,85.6673
16/11/2015 09:30:00,10.1043,,85.675,85.6682
16/11/2015 09:45:00,10.1026,,85.675,85.6682
16/11/2015 10:00:00,10.1009,,85.676,85.6694
16/11/2015 10:15:00,10.0997,,85.676,85.6694
16/11/2015 10:30:00,10.0987,,85.676,85.6699
16/11/2015 10:45:00,10.0976,,85.675,85.6695
16/11/2015 11:00:00,10.0969,,85.673,85.6682
16/11/2015 11:15:00,10.0972,,85.673,85.669
16/11/2015 11:30:00,10.0979,,85.672,85.6693
16/11/2015 11:45:00,10.0987,,85.671,85.6693
16/11/2015 12:00:00,10.0997,,85.669,85.6684
16/11/2015 12:15:00,10.1006,,85.667,85.6676
16/11/2015 12:30:00,10.1017,,85.666,85.6677
16/11/2015 12:45:00,10.103,,85.665,85.6678
16/11/2015 13:00:00,10.1046,,85.663,85.6668
16/11/2015 13:15:00,10.1067,,85.661,85.6662
16/11/2015 13:30:00,10.1091,,85.659,85.6651
16/11/2015 13:45:00,10.112,,85.658,85.6656
16/11/2015 14:00:00,10.1152,,85.656,85.6645
16/11/2015 14:15:00,10.1186,,85.653,85.6626
16/11/2015 14:30:00,10.1217,,85.652,85.6622
16/11/2015 14:45:00,10.1238,,85.652,85.6629
16/11/2015 15:00:00,10.1259,,85.65,85.6616
16/11/2015 15:15:00,10.1293,,85.65,85.6622
16/11/2015 15:30:00,10.1325,,85.649,85.6617
16/11/2015 15:45:00,10.1345,,85.649,85.6619
16/11/2015 16:00:00,10.1358,,85.65,85.6627
16/11/2015 16:15:00,10.1369,,85.651,85.6635
16/11/2015 16:30:00,10.1374,,85.651,85.6632
16/11/2015 16:45:00,10.137,,85.652,85.6635
16/11/2015 17:00:00,10.1364,,85.653,85.664
16/11/2015 17:15:00,10.1362,,85.654,85.664
16/11/2015 17:30:00,10.1358,,85.654,85.6633
16/11/2015 17:45:00,10.1349,,85.657,85.6653
16/11/2015 18:00:00,10.1338,,85.659,85.6665
16/11/2015 18:15:00,10.1328,,85.66,85.6666
16/11/2015 18:30:00,10.1317,,85.661,85.6667
16/11/2015 18:45:00,10.1303,,85.663,85.6678
16/11/2015 19:00:00,10.1287,,85.663,85.6672
16/11/2015 19:15:00,10.1271,,85.663,85.6667
16/11/2015 19:30:00,10.1257,,85.665,85.668
16/11/2015 19:45:00,10.1248,,85.666,85.6687
16/11/2015 20:00:00,10.1242,,85.665,85.6672
16/11/2015 20:15:00,10.1236,,85.665,85.6677
16/11/2015 20:30:00,10.1231,,85.665,85.668
16/11/2015 20:45:00,10.1228,,85.665,85.6689
16/11/2015 21:00:00,10.1227,,85.663,85.6674
16/11/2015 21:15:00,10.123,,85.662,85.6674
16/11/2015 21:30:00,10.1235,,85.662,85.6684
16/11/2015 21:45:00,10.1238,,85.661,85.6684
16/11/2015 22:00:00,10.124,,85.659,85.6677
16/11/2015 22:15:00,10.1242,,85.657,85.667
16/11/2015 22:30:00,10.1248,,85.657,85.6684
16/11/2015 22:45:00,10.1266,,85.654,85.667
16/11/2015 23:00:00,10.1285,,85.652,85.6666
16/11/2015 23:15:00,10.1297,,85.65,85.6662
16/11/2015 23:30:00,10.1309,,85.648,85.6658
16/11/2015 23:45:00,10.133,,85.645,85.6642
17/11/2015 00:00:00,10.1354,,85.642,85.6624
17/11/2015 00:15:00,10.1377,,85.64,85.6616
17/11/2015 00:30:00,10.1402,,85.639,85.6617
17/11/2015 00:45:00,10.1431,,85.64,85.6636
17/11/2015 01:00:00,10.146,,85.638,85.6624
17/11/2015 01:15:00,10.1484,,85.637,85.6618
17/11/2015 01:30:00,10.1505,,85.634,85.6591
17/11/2015 01:45:00,10.1527,,85.636,85.6612
17/11/2015 02:00:00,10.1545,,85.636,85.6612
17/11/2015 02:15:00,10.1559,,85.637,85.6622
17/11/2015 02:30:00,10.1566,,85.636,85.6612
17/11/2015 02:45:00,10.1564,,85.635,85.6594
17/11/2015 03:00:00,10.1556,,85.635,85.6586
17/11/2015 03:15:00,10.1543,,85.637,85.6593
17/11/2015 03:30:00,10.1528,,85.637,85.6581
17/11/2015 03:45:00,10.1521,,85.64,85.6602
17/11/2015 04:00:00,10.151,,85.642,85.6611
17/11/2015 04:15:00,10.1486,,85.643,85.6608
17/11/2015 04:30:00,10.1457,,85.643,85.6589
17/11/2015 04:45:00,10.143,,85.643,85.657
17/11/2015 05:00:00,10.1406,,85.644,85.6559
17/11/2015 05:15:00,10.139,,85.647,85.6571
17/11/2015 05:30:00,10.1375,,85.649,85.6571
17/11/2015 05:45:00,10.1356,,85.65,85.656
17/11/2015 06:00:00,10.1334,,85.651,85.6551
17/11/2015 06:15:00,10.1303,,85.654,85.6563
17/11/2015 06:30:00,10.1272,,85.656,85.6563
17/11/2015 06:45:00,10.1253,,85.658,85.6566
17/11/2015 07:00:00,10.1236,,85.661,85.658
17/11/2015 07:15:00,10.1213,,85.663,85.6583
17/11/2015 07:30:00,10.1186,,85.665,85.6591
17/11/2015 07:45:00,10.1156,,85.667,85.6598
17/11/2015 08:00:00,10.1126,,85.669,85.6606
17/11/2015 08:15:00,10.1099,,85.67,85.661
17/11/2015 08:30:00,10.1073,,85.673,85.6634
17/11/2015 08:45:00,10.1051,,85.675,85.6654
17/11/2015 09:00:00,10.1028,,85.676,85.6662
17/11/2015 09:15:00,10.1001,,85.676,85.6661
17/11/2015 09:30:00,10.0974,,85.676,85.6654
17/11/2015 09:45:00,10.0952,,85.675,85.6648
17/11/2015 10:00:00,10.0936,,85.675,85.6648
17/11/2015 10:15:00,10.0934,,85.674,85.6641
17/11/2015 10:30:00,10.0937,,85.674,85.6648
17/11/2015 10:45:00,10.094,,85.673,85.6642
17/11/2015 11:00:00,10.0943,,85.672,85.6639
17/11/2015 11:15:00,10.0941,,85.671,85.6639
17/11/2015 11:30:00,10.0941,,85.67,85.6635
17/11/2015 11:45:00,10.0954,,85.668,85.6626
17/11/2015 12:00:00,10.097,,85.666,85.6621
17/11/2015 12:15:00,10.0977,,85.665,85.6619
17/11/2015 12:30:00,10.0986,,85.665,85.6633
17/11/2015 12:45:00,10.1004,,85.664,85.664
17/11/2015 13:00:00,10.1024,,85.663,85.6644
17/11/2015 13:15:00,10.1038,,85.662,85.665
17/11/2015 13:30:00,10.1051,,85.661,85.6654
17/11/2015 13:45:00,10.1069,,85.659,85.6651
17/11/2015 14:00:00,10.1088,,85.658,85.6653
17/11/2015 14:15:00,10.1106,,85.656,85.6645
17/11/2015 14:30:00,10.1128,,85.655,85.6641
17/11/2015 14:45:00,10.1161,,85.655,85.6653
17/11/2015 15:00:00,10.1192,,85.655,85.6656
17/11/2015 15:15:00,10.1208,,85.654,85.665
17/11/2015 15:30:00,10.1218,,85.653,85.6638
17/11/2015 15:45:00,10.1229,,85.653,85.6638
17/11/2015 16:00:00,10.124,,85.654,85.6643
17/11/2015 16:15:00,10.1253,,85.654,85.6638
17/11/2015 16:30:00,10.1264,,85.655,85.6641
17/11/2015 16:45:00,10.1266,,85.657,85.6653
17/11/2015 17:00:00,10.1265,,85.657,85.6644
17/11/2015 17:15:00,10.1264,,85.659,85.6654
17/11/2015 17:30:00,10.1263,,85.659,85.6644
17/11/2015 17:45:00,10.1263,,85.66,85.6644
17/11/2015 18:00:00,10.1262,,85.663,85.6663
17/11/2015 18:15:00,10.1261,,85.663,85.6655
17/11/2015 18:30:00,10.1255,,85.663,85.6648
17/11/2015 18:45:00,10.1238,,85.664,85.6653
17/11/2015 19:00:00,10.1222,,85.666,85.6662
17/11/2015 19:15:00,10.1223,,85.665,85.665
17/11/2015 19:30:00,10.1226,,85.666,85.6655
17/11/2015 19:45:00,10.1217,,85.668,85.6673
17/11/2015 20:00:00,10.1206,,85.668,85.6675
17/11/2015 20:15:00,10.1203,,85.668,85.6677
17/11/2015 20:30:00,10.12,,85.667,85.6672
17/11/2015 20:45:00,10.119,,85.666,85.6666
17/11/2015 21:00:00,10.118,,85.665,85.6661
17/11/2015 21:15:00,10.1178,,85.664,85.666
17/11/2015 21:30:00,10.1182,,85.663,85.6661
17/11/2015 21:45:00,10.1192,,85.663,85.667
17/11/2015 22:00:00,10.1204,,85.662,85.6674
17/11/2015 22:15:00,10.1213,,85.661,85.6679
17/11/2015 22:30:00,10.1221,,85.66,85.6682
17/11/2015 22:45:00,10.1226,,85.658,85.6677
17/11/2015 23:00:00,10.1233,,85.657,85.668
17/11/2015 23:15:00,10.1245,,85.655,85.6677
17/11/2015 23:30:00,10.1261,,85.653,85.6671
17/11/2015 23:45:00,10.128,,85.652,85.6675
18/11/2015 00:00:00,10.1299,,85.65,85.6667
18/11/2015 00:15:00,10.1316,,85.649,85.667
18/11/2015 00:30:00,10.1334,,85.647,85.6658
18/11/2015 00:45:00,10.1354,,85.645,85.6649
18/11/2015 01:00:00,10.1374,,85.646,85.6666
18/11/2015 01:15:00,10.1394,,85.647,85.6683
18/11/2015 01:30:00,10.1411,,85.641,85.6627
18/11/2015 01:45:00,10.1425,,85.643,85.6648
18/11/2015 02:00:00,10.1434,,85.643,85.6644
18/11/2015 02:15:00,10.1438,,85.645,85.6662
18/11/2015 02:30:00,10.1436,,85.648,85.6685
18/11/2015 02:45:00,10.1428,,85.645,85.6647
18/11/2015 03:00:00,10.1415,,85.645,85.6639
18/11/2015 03:15:00,10.1395,,85.645,85.6628
18/11/2015 03:30:00,10.1374,,85.647,85.6636
18/11/2015 03:45:00,10.136,,85.649,85.6642
18/11/2015 04:00:00,10.1347,,85.653,85.6666
18/11/2015 04:15:00,10.1333,,85.652,85.6641
18/11/2015 04:30:00,10.1317,,85.654,85.6641
18/11/2015 04:45:00,10.1293,,85.655,85.6631
18/11/2015 05:00:00,10.1268,,85.656,85.6618
18/11/2015 05:15:00,10.1245,,85.658,85.6618
18/11/2015 05:30:00,10.1226,,85.658,85.6597
18/11/2015 05:45:00,10.122,,85.661,85.661
18/11/2015 06:00:00,10.1211,,85.664,85.6619
18/11/2015 06:15:00,10.1178,,85.667,85.6626
18/11/2015 06:30:00,10.1142,,85.67,85.6634
18/11/2015 06:45:00,10.1121,,85.672,85.6637
18/11/2015 07:00:00,10.11,,85.677,85.6672
18/11/2015 07:15:00,10.1067,,85.678,85.6665
18/11/2015 07:30:00,10.103,,85.682,85.6695
18/11/2015 07:45:00,10.0996,,85.684,85.6702
18/11/2015 08:00:00,10.0961,,85.684,85.6692
18/11/2015 08:15:00,10.0924,,85.686,85.6701
18/11/2015 08:30:00,10.089,,85.686,85.669
18/11/2015 08:45:00,10.0861,,85.688,85.6705
18/11/2015 09:00:00,10.0841,,85.688,85.67
18/11/2015 09:15:00,10.0837,,85.689,85.6711
18/11/2015 09:30:00,10.0835,,85.692,85.6742
18/11/2015 09:45:00,10.0819,,85.691,85.6731
18/11/2015 10:00:00,10.0799,,85.691,85.6725
18/11/2015 10:15:00,10.0777,,85.692,85.6736
18/11/2015 10:30:00,10.076,,85.691,85.6725
18/11/2015 10:45:00,10.0761,,85.691,85.6735
18/11/2015 11:00:00,10.0767,,85.689,85.6725
18/11/2015 11:15:00,10.0766,,85.689,85.6731
18/11/2015 11:30:00,10.0765,,85.688,85.6727
18/11/2015 11:45:00,10.0767,,85.687,85.6726
18/11/2015 12:00:00,10.0771,,85.685,85.6716
18/11/2015 12:15:00,10.0776,,85.684,85.672
18/11/2015 12:30:00,10.0784,,85.683,85.6729
18/11/2015 12:45:00,10.0795,,85.682,85.6734
18/11/2015 13:00:00,10.0807,,85.68,85.6731
18/11/2015 13:15:00,10.082,,85.68,85.6742
18/11/2015 13:30:00,10.0836,,85.678,85.6733
18/11/2015 13:45:00,10.0861,,85.677,85.6737
18/11/2015 14:00:00,10.0885,,85.676,85.6739
18/11/2015 14:15:00,10.09,,85.676,85.675
18/11/2015 14:30:00,10.0913,,85.676,85.6758
18/11/2015 14:45:00,10.0926,,85.675,85.6755
18/11/2015 15:00:00,10.0939,,85.676,85.6767
18/11/2015 15:15:00,10.0955,,85.674,85.6747
18/11/2015 15:30:00,10.0969,,85.674,85.6745
18/11/2015 15:45:00,10.0978,,85.674,85.6742
18/11/2015 16:00:00,10.0986,,85.676,85.6758
18/11/2015 16:15:00,10.1001,,85.677,85.6763
18/11/2015 16:30:00,10.1011,,85.678,85.6767
18/11/2015 16:45:00,10.1006,,85.679,85.6768
18/11/2015 17:00:00,10.0996,,85.681,85.678
18/11/2015 17:15:00,10.0988,,85.682,85.6777
18/11/2015 17:30:00,10.0979,,85.683,85.678
18/11/2015 17:45:00,10.0965,,85.682,85.6758
18/11/2015 18:00:00,10.0953,,85.683,85.6757
18/11/2015 18:15:00,10.0949,,85.684,85.676
18/11/2015 18:30:00,10.0948,,85.685,85.6763
18/11/2015 18:45:00,10.0949,,85.686,85.6765
18/11/2015 19:00:00,10.095,,85.686,85.6761
18/11/2015 19:15:00,10.095,,85.686,85.6754
18/11/2015 19:30:00,10.0951,,85.686,85.6746
18/11/2015 19:45:00,10.0953,,85.687,85.6758
18/11/2015 20:00:00,10.0955,,85.687,85.6755
18/11/2015 20:15:00,10.096,,85.688,85.6765
18/11/2015 20:30:00,10.0963,,85.689,85.6778
18/11/2015 20:45:00,10.096,,85.689,85.6781
18/11/2015 21:00:00,10.0955,,85.69,85.6796
18/11/2015 21:15:00,10.0953,,85.689,85.6796
18/11/2015 21:30:00,10.0951,,85.688,85.6794
18/11/2015 21:45:00,10.0946,,85.686,85.6784
18/11/2015 22:00:00,10.0944,,85.685,85.6787
18/11/2015 22:15:00,10.0954,,85.684,85.6791
18/11/2015 22:30:00,10.0969,,85.681,85.678
18/11/2015 22:45:00,10.0982,,85.68,85.6782
18/11/2015 23:00:00,10.0998,,85.677,85.6766
18/11/2015 23:15:00,10.1019,,85.677,85.6777
18/11/2015 23:30:00,10.1041,,85.674,85.6761
18/11/2015 23:45:00,10.1058,,85.675,85.6784
19/11/2015 00:00:00,10.1074,,85.673,85.6778
19/11/2015 00:15:00,10.1093,,85.672,85.6779
19/11/2015 00:30:00,10.1111,,85.67,85.6769
19/11/2015 00:45:00,10.1119,,85.67,85.6774
19/11/2015 01:00:00,10.1129,,85.667,85.6744
19/11/2015 01:15:00,10.1155,,85.667,85.6754
19/11/2015 01:30:00,10.1183,,85.668,85.6769
19/11/2015 01:45:00,10.1204,,85.668,85.6775
19/11/2015 02:00:00,10.1214,,85.666,85.6754
19/11/2015 02:15:00,10.1201,,85.664,85.673
19/11/2015 02:30:00,10.1182,,85.668,85.676
19/11/2015 02:45:00,10.117,,85.67,85.6773
19/11/2015 03:00:00,10.116,,85.669,85.6755
19/11/2015 03:15:00,10.1151,,85.67,85.6757
19/11/2015 03:30:00,10.1139,,85.671,85.6755
19/11/2015 03:45:00,10.112,,85.671,85.674
19/11/2015 04:00:00,10.1101,,85.674,85.6754
19/11/2015 04:15:00,10.1096,,85.676,85.6762
19/11/2015 04:30:00,10.1086,,85.677,85.6755
19/11/2015 04:45:00,10.1048,,85.681,85.6771
19/11/2015 05:00:00,10.1012,,85.683,85.6768
19/11/2015 05:15:00,10.1014,,85.684,85.6757
19/11/2015 05:30:00,10.1014,,85.686,85.6759
19/11/2015 05:45:00,10.0969,,85.689,85.6759
19/11/2015 06:00:00,10.0918,,85.696,85.6799
19/11/2015 06:15:00,10.0888,,85.695,85.6767
19/11/2015 06:30:00,10.0865,,85.698,85.6779
19/11/2015 06:45:00,10.0847,,85.698,85.6759
19/11/2015 07:00:00,10.0826,,85.703,85.6795
19/11/2015 07:15:00,10.0792,,85.704,85.6789
19/11/2015 07:30:00,10.0755,,85.705,85.6781
19/11/2015 07:45:00,10.0718,,85.707,85.6788
19/11/2015 08:00:00,10.0685,,85.709,85.6794
19/11/2015 08:15:00,10.0664,,85.709,85.6787
19/11/2015 08:30:00,10.065,,85.711,85.6801
19/11/2015 08:45:00,10.0641,,85.711,85.6797
19/11/2015 09:00:00,10.063,,85.712,85.6802
19/11/2015 09:15:00,10.0607,,85.711,85.6789
19/11/2015 09:30:00,10.0585,,85.715,85.6824
19/11/2015 09:45:00,10.0577,,85.714,85.6815
19/11/2015 10:00:00,10.0569,,85.715,85.6829
19/11/2015 10:15:00,10.0546,,85.718,85.6857
19/11/2015 10:30:00,10.0524,,85.714,85.6822
19/11/2015 10:45:00,10.0514,,85.713,85.6815
19/11/2015 11:00:00,10.0511,,85.712,85.6815
19/11/2015 11:15:00,10.0511,,85.711,85.682
19/11/2015 11:30:00,10.0515,,85.71,85.682
19/11/2015 11:45:00,10.0522,,85.699,85.6725
19/11/2015 12:00:00,10.0535,,85.693,85.6679
19/11/2015 12:15:00,10.0548,,85.687,85.663
19/11/2015 12:30:00,10.0581,,85.683,85.6607
19/11/2015 12:45:00,10.0664,,85.68,85.6605
19/11/2015 13:00:00,10.0758,,85.669,85.6521
19/11/2015 13:15:00,10.0826,,85.666,85.6516
19/11/2015 13:30:00,10.0889,,85.657,85.6448
19/11/2015 13:45:00,10.0961,,85.657,85.6469
19/11/2015 14:00:00,10.1029,,85.651,85.6426
19/11/2015 14:15:00,10.1084,,85.652,85.6455
19/11/2015 14:30:00,10.1136,,85.644,85.6395
19/11/2015 14:45:00,10.119,,85.64,85.6375
19/11/2015 15:00:00,10.1245,,85.637,85.6364
19/11/2015 15:15:00,10.1309,,85.641,85.642
19/11/2015 15:30:00,10.1368,,85.636,85.6382
19/11/2015 15:45:00,10.1406,,85.636,85.6397
19/11/2015 16:00:00,10.1433,,85.633,85.6377
19/11/2015 16:15:00,10.1448,,85.631,85.6363
19/11/2015 16:30:00,10.1461,,85.627,85.6333
19/11/2015 16:45:00,10.1485,,85.629,85.6356
19/11/2015 17:00:00,10.1513,,85.629,85.6358
19/11/2015 17:15:00,10.1541,,85.621,85.6274
19/11/2015 17:30:00,10.1567,,85.625,85.6308
19/11/2015 17:45:00,10.1584,,85.626,85.6314
19/11/2015 18:00:00,10.1596,,85.626,85.6314
19/11/2015 18:15:00,10.1608,,85.625,85.6303
19/11/2015 18:30:00,10.1617,,85.623,85.6283
19/11/2015 18:45:00,10.1623,,85.624,85.6292
19/11/2015 19:00:00,10.1628,,85.621,85.6261
19/11/2015 19:15:00,10.1638,,85.622,85.6267
19/11/2015 19:30:00,10.1646,,85.621,85.6255
19/11/2015 19:45:00,10.1646,,85.621,85.626
19/11/2015 20:00:00,10.1645,,85.621,85.6268
19/11/2015 20:15:00,10.1649,,85.621,85.6281
19/11/2015 20:30:00,10.1654,,85.62,85.6286
19/11/2015 20:45:00,10.1655,,85.618,85.6281
19/11/2015 21:00:00,10.1658,,85.617,85.6288
19/11/2015 21:15:00,10.1668,,85.618,85.6317
19/11/2015 21:30:00,10.168,,85.615,85.6311
19/11/2015 21:45:00,10.1694,,85.612,85.6307
19/11/2015 22:00:00,10.1708,,85.61,85.6314
19/11/2015 22:15:00,10.1721,,85.608,85.6315
19/11/2015 22:30:00,10.1735,,85.607,85.6328
19/11/2015 22:45:00,10.1755,,85.602,85.6302
19/11/2015 23:00:00,10.1779,,85.599,85.6298
19/11/2015 23:15:00,10.1809,,85.598,85.6313
19/11/2015 23:30:00,10.1838,,85.597,85.632
19/11/2015 23:45:00,10.1858,,85.597,85.6337
