Frequency [cpd],Amplitude [],Phase [rad]
0.0,2.320021858158589e-06,1.2027644903105677e-14
0.0128686327077748,5.607088227801948e-06,-2.3703945313449464
0.0257372654155496,6.420310222221265e-06,0.7630022196258754
0.0386058981233244,1.2997120805161587e-05,-1.650984470794087
0.0514745308310992,2.9247570013877035e-05,1.8373303261235867
0.064343163538874,4.725847313136981e-05,-1.5932013847099644
0.0772117962466488,0.00011289694453513119,1.0896034471337945
0.0900804289544236,0.00023880152399704922,-2.110543959973179
0.1029490616621984,0.00022289043121791186,1.7075737392471269
0.1158176943699732,0.0008515479355508914,-0.33956022083531506
0.128686327077748,0.0015144886709303907,2.9734684318528277
0.1415549597855228,0.00047732889256497067,0.3119830988099616
0.1544235924932976,0.0007078768401683293,-0.640265490212309
0.1672922252010724,0.0007018735431290012,0.5532997176215384
0.1801608579088472,0.001347163481712203,2.846944113047202
0.193029490616622,0.0014037082890701984,-0.5514268283684887
0.2058981233243968,0.00024761214752020577,-1.5641552806309797
0.2187667560321716,0.001404710568538136,2.92279014318964
0.2316353887399464,0.00019501970894806063,-1.8785404990865977
0.2445040214477212,0.001087752144548518,2.638731648562498
0.257372654155496,0.001171786648627743,-0.07118638309539549
0.2702412868632708,0.0023828339141350055,-0.18318170516170362
0.2831099195710456,0.001702599328454581,2.000365245170836
0.2959785522788204,0.0020155842352222097,-1.483417917525396
0.3088471849865952,0.003894824029311039,2.925443577341176
0.32171581769437,0.0010751647671742113,0.2784371328641014
0.3345844504021448,0.0032510625960437732,-0.5055215131106504
0.3474530831099196,0.004302958749418094,2.396591577074422
0.3603217158176944,0.003039162559846955,-0.675232366188605
0.37319034852546923,0.0024217331200968124,-0.06288576011670108
0.386058981233244,0.0043988558831560606,3.0249065076759987
0.39892761394101883,0.0015760038466972447,-0.43725151859898514
0.4117962466487936,0.0017684619977714879,-1.253974092824722
0.4246648793565684,0.004310838261704696,1.728053698380291
0.4375335120643432,0.0016699606736715925,-1.696909896737281
0.450402144772118,0.001827572121586232,3.0668443211617324
0.4632707774798928,0.003627099576323421,-0.42018645532046256
0.4761394101876676,0.0014617223734552211,2.60062972361466
0.4890080428954424,0.0021152956066174413,1.6957294175050839
0.5018766756032172,0.004718239080037912,-1.0053362102768761
0.514745308310992,0.004202396600952321,2.4217457900702675
0.5276139410187668,3.7390298130368055e-05,-1.780478074319392
0.5404825737265416,0.001103802085770972,-2.006579365533343
0.5533512064343165,0.0027424177970602243,0.17379876129722385
0.5662198391420912,0.0014396396270879822,-2.8807043651092386
0.579088471849866,0.0012122690323244098,1.0386314213989163
0.5919571045576408,0.00215808654445992,-1.5750145019591848
0.6048257372654157,0.0023906894933180484,2.537536035366291
0.6176943699731904,0.002526233229773273,0.007301523780755009
0.6305630026809652,0.001630060690904426,-2.859385879410562
0.64343163538874,0.0008465231833636628,1.0913239283585134
0.6563002680965148,0.0008784604117630704,-2.3861710166710814
0.6691689008042896,0.0016279023103809764,0.46535772950918497
0.6820375335120644,0.0015910878516948385,-2.015077638700854
0.6949061662198392,0.0016638854035970075,1.8207765515586136
0.707774798927614,0.0010414445725200592,-0.25742560699609174
0.7206434316353888,0.001266372183112966,-2.3557899486033413
0.7335120643431636,0.0008078754821147465,0.993774036169842
0.7463806970509385,0.0007163390973038255,-0.9600705199758566
0.7592493297587132,0.0013948190302914797,2.401067594328235
0.772117962466488,0.0004835469444900399,0.9465719472398797
0.7849865951742628,0.0011851454947538038,-2.169187033727103
0.7978552278820377,0.002007450049468805,-0.4380507553661895
0.8107238605898124,0.001559114848279706,2.6254451577991134
0.8235924932975872,0.000801597697980655,1.2040789866226378
0.836461126005362,0.0008392177626687639,-0.9628938089293008
0.8493297587131368,0.0007662580854939122,3.0029126689105308
0.8621983914209116,0.0005055535254669566,-2.6666949705514424
0.8750670241286864,0.0018288247654335333,0.053217932686555114
0.8879356568364613,0.0014004351864640066,2.9023030119716395
0.900804289544236,0.000773641187125175,0.16778408213704885
0.9136729222520108,0.0012449004679431367,-2.606327051161459
0.9265415549597856,0.0011974268321921307,-0.4450758991047881
0.9394101876675605,0.0010241449921682075,1.8686200799592148
0.9522788203753352,0.00024762361348941594,0.36581949904447386
0.96514745308311,0.00148933980823564,-2.8202864110334427
0.9780160857908848,0.003114146957708164,-0.39518762379454386
0.9908847184986597,0.012485659725352757,1.984999175271223
1.0037533512064345,0.01675815517201965,-1.28022401467535
1.0166219839142092,0.005616606568306513,1.9004496277957672
1.029490616621984,0.0004737104971974494,-0.8962702567570526
1.0423592493297589,0.0014246556371887752,1.7983693065068886
1.0552278820375336,0.00032491702266872056,-1.887167060282027
1.0680965147453083,0.0010854571406482528,0.6785696531175551
1.0809651474530833,0.0012942887536073289,-2.023777506165253
1.093833780160858,0.0010776278277430606,1.7007080409415376
1.106702412868633,0.002021944177218025,-1.2280835547300446
1.1195710455764076,0.001960126880611065,1.6903085381118292
1.1324396782841823,0.0010339690666847938,-2.8582299582731436
1.1453083109919573,0.0011397268547004506,-0.2825340751044739
1.158176943699732,0.0002466677024461891,-2.018349793902204
1.1710455764075067,0.0010739873592996599,2.481201747489152
1.1839142091152817,0.0013271673664410066,-0.1333615375804413
1.1967828418230564,0.0015548449982972865,-2.0209181118484896
1.2096514745308313,0.0019246300285565825,1.8261870130090534
1.222520107238606,0.0007558703224969808,-0.42886121860137527
1.2353887399463808,0.0014303404512284413,-2.0083133496954706
1.2482573726541557,0.0012991367873866795,0.5966386659025549
1.2611260053619304,0.0017306509732226676,2.696366709391028
1.2739946380697051,0.0011174226218457616,-0.746402556752579
1.28686327077748,0.0005106820219848803,-0.680494090777155
1.2997319034852548,0.001192074631129723,1.8672538985857416
1.3126005361930295,0.0008318051514555746,-1.3341043890439448
1.3254691689008045,0.0005285684754824111,-2.826562748609484
1.3383378016085792,0.0008335847298989664,1.249344267064742
1.3512064343163541,0.0006084612829236633,-0.9480774413879017
1.3640750670241288,0.0004089212655200201,-2.3483789679421907
1.3769436997319036,0.0006113798709502031,1.7528068322288628
1.3898123324396785,0.00022388001755231933,1.1113488210083962
1.4026809651474532,0.0009128969155100215,-1.760571992010149
1.415549597855228,0.00025848039457452107,1.1999191571881442
1.4284182305630029,0.00058568397057066,0.31877303031070103
1.4412868632707776,0.0006207720955328613,2.918073823883609
1.4541554959785523,0.0006980555377994951,2.3771298569458814
1.4670241286863273,0.0018568947982912773,-0.8815956761533431
1.479892761394102,0.0009233479082092648,2.308113343005617
1.492761394101877,0.0005280851049313756,-1.9314353150693877
1.5056300268096516,0.0015329255624122213,1.3741438126214054
1.5184986595174264,0.0010328905271844479,-1.8150528515913176
1.5313672922252013,7.53363621823417e-05,-0.7016399499709448
1.544235924932976,0.0003611339081479783,1.942086870601969
1.5571045576407507,0.0004991058385339801,0.5395077273709618
1.5699731903485257,0.0006300750750744647,-1.685394110545796
1.5828418230563004,0.0001664859379233943,1.5253144476205927
1.5957104557640753,0.00025126804095821335,-1.5302205706590444
1.60857908847185,0.00037395507767475295,0.09947275681699205
1.6214477211796248,0.001365498233482354,2.465169852283121
1.6343163538873997,0.0007265593572653417,-0.8022033420050729
1.6471849865951744,0.0006256884198433912,-0.8065054573606073
1.6600536193029491,0.0008212997104399686,2.2021458238700666
1.672922252010724,0.00048752022042479085,-1.35364976616921
1.6857908847184988,0.0003249258171649958,0.8573632030157966
1.6986595174262735,0.0004978869868685466,-2.5586224447125043
1.7115281501340485,0.0003906127507056013,2.685710245945281
1.7243967828418232,0.0010557809011795215,0.265218538345516
1.7372654155495981,0.0007424597318421306,-2.182394691492109
1.7501340482573728,0.0007488964037832331,1.2505853181891595
1.7630026809651476,0.00040889932024569867,-2.860175010229399
1.7758713136729225,0.0007000028050843285,-1.9714296921216663
1.7887399463806972,0.0007830360441159396,0.8455648425059235
1.801608579088472,0.0001760234665696574,0.14256897317320472
1.8144772117962469,0.0005819224204103195,-2.303521390712014
1.8273458445040216,5.5459417435765044e-05,0.6195963591304536
1.8402144772117965,0.0006775933365513656,1.3039950227262622
1.8530831099195713,0.0006289645590413166,-2.0327406040680107
1.865951742627346,0.0003353471884005255,-0.05677314124154279
1.878820375335121,0.00040618938672277533,2.363621646065724
1.8916890080428956,0.00046259000661338066,-1.3305526137384895
1.9045576407506704,0.0004699279225149456,1.262434261527793
1.9174262734584453,0.000411802482181715,3.1102880929948133
1.93029490616622,0.0004255053377999587,-0.3859890959070248
1.9431635388739947,0.00047744013203660917,2.67343209417246
1.9560321715817697,8.992307998111609e-05,0.8184912242652767
1.9689008042895444,0.0001300482704214172,-0.774339301874382
1.9817694369973193,0.0035168120277728086,2.1919522632152986
1.994638069705094,0.011902593029894422,-0.8981484801594731
2.007506702412869,0.010112814380598719,2.2972508783641827
2.0203753351206437,0.001536411930175256,-0.5824021052834484
2.0332439678284184,0.00033515516527453187,-1.0866944139245722
2.046112600536193,0.0001429951703542751,-0.6778686631439453
2.058981233243968,0.00020962190982465792,3.0296983829023154
2.071849865951743,0.0003038594790381757,-1.9665392668429351
2.0847184986595177,0.0005675893508246395,0.6518678483277849
2.0975871313672925,0.00040421896637042473,-2.3336966843137517
2.110455764075067,0.00031700645692298387,0.13372028362858024
2.123324396782842,0.0005779553770997577,1.8970866080841464
2.1361930294906166,0.000705645569302418,-2.299144679022048
2.149061662198392,0.0007566997574810267,-0.3948562194429603
2.1619302949061665,0.00068553703832486,1.829595548420493
2.1747989276139412,0.00022086576482172371,-2.0080137076404645
2.187667560321716,0.00034016540373073186,-1.5999285503876435
2.2005361930294907,0.00042417333116024605,1.9878195095668025
2.213404825737266,0.0005299857281185224,-0.6134493764707984
2.2262734584450405,0.0007613238038743681,2.596835697341096
2.2391420911528153,0.0006251639477006056,-0.1939830711473448
2.25201072386059,0.00028382906712493786,-2.312375556397013
2.2648793565683647,0.00014955135086244635,2.534773231285002
2.2777479892761394,0.0004946794235470607,-1.0436632139634539
2.2906166219839146,0.0006571880034691531,1.7772245935409385
2.3034852546916893,0.00015110258579969688,1.6430131272761308
2.316353887399464,0.0006091292090138155,-1.6635925944386882
2.3292225201072387,0.00021623257781026343,1.1317585499381038
2.3420911528150135,0.00021342330594131484,1.0190566213921346
2.3549597855227886,0.0003898618826085263,-2.375943727260785
2.3678284182305633,0.0003266706215910371,0.7315862340866413
2.380697050938338,0.0004471086420103122,-2.2202206577061236
2.3935656836461128,0.0004988108911893653,1.0249563811511642
2.4064343163538875,0.00011334287355452358,0.5276179318318654
2.4193029490616627,0.0002655626301114241,-2.088316132405757
2.4321715817694374,0.00010650261643481163,2.7233915089568073
2.445040214477212,5.757881704832507e-05,-2.240375006047833
2.457908847184987,0.00014489732557995352,-2.0683034479379447
2.4707774798927615,0.0004598631230494127,0.6290941062066143
2.4836461126005362,0.0005584859475814272,3.141389799018651
2.4965147453083114,0.0007424502229382152,-0.5456686478865097
2.509383378016086,0.0007447749993412854,2.5623400757107766
2.522252010723861,0.0005578567593311872,-0.32348405731449537
2.5351206434316356,2.6662673726280663e-05,2.929724484690764
2.5479892761394103,0.0004470739590335084,2.8300002209820554
2.5608579088471854,0.0002133011195928806,-0.1490717539078014
2.57372654155496,0.00033029381288879616,-1.3126308907474553
2.586595174262735,0.0003267814550227115,1.218335881312115
2.5994638069705096,0.0004423247978391267,-2.314220231973943
2.6123324396782843,0.0005657232345278942,1.1351554877735408
2.625201072386059,0.0004878027263836443,-1.9735628949931519
2.638069705093834,0.00034740766827594423,1.4427699506118943
2.650938337801609,0.0001624963211775636,-0.8838397732640361
2.6638069705093836,7.967436621697787e-05,-1.78202476200816
2.6766756032171584,0.00011576302079266099,1.5397203504184676
2.689544235924933,0.0001310917858407155,2.8001096447283897
2.7024128686327082,0.00020742996668695699,-1.3753184690549616
2.715281501340483,0.00021267887307381414,0.6226047431475177
2.7281501340482577,0.00020904636644173164,2.840554531971168
2.7410187667560324,0.00023220346574263974,-0.9972618411910068
2.753887399463807,0.00034594777175093116,1.9357140816922973
2.766756032171582,0.0003074645553408674,-1.3738921757305955
2.779624664879357,0.00017623970066959834,2.8278220484898036
2.7924932975871317,0.0005478636588120259,0.0893014109320065
2.8053619302949064,0.0005687672590227892,2.9988885372939436
2.818230563002681,0.0002268933628104043,-1.2010013480863875
2.831099195710456,0.0002760583826360754,-1.3319913911300272
2.843967828418231,0.0005877865542706041,1.416820789728745
2.8568364611260058,0.00020295566417950263,-2.1010518740245407
2.8697050938337805,0.00021060722694794205,3.1074280144804387
2.882573726541555,0.00048079119763316146,-0.04025031201397928
2.89544235924933,0.00017887039168732263,2.067427533558735
2.9083109919571046,5.319086315862557e-05,-2.911714157181507
2.92117962466488,0.000320180183597422,-1.4015692293765654
2.9340482573726545,0.00042206873049098134,2.9076555631753678
2.9469168900804292,0.00038135064943270236,0.3770916310251651
2.959785522788204,0.00038149473635065056,-2.3203065667217655
2.9726541554959787,0.0009311954357062269,0.8839795215076214
2.985522788203754,0.0015284473639813065,-2.468290757257959
2.9983914209115285,0.0014948788065409539,0.14943397112255447
3.0112600536193033,0.0008164954541744785,2.6099820258697
3.024128686327078,0.00034902688671763855,-1.9359366466115506
