Frequency [cpd],Amplitude [m**2/s**2],Phase [rad]
0.0,0.1491575554093686,3.141592653589793
0.012388695315524584,0.07152523072196522,0.3889935458644217
0.024777390631049168,0.1168320614395668,-1.4024342100338563
0.03716608594657375,0.1368865688312991,1.7333858615341207
0.049554781262098335,0.07282942449719483,-0.16797910447715425
0.06194347657762292,0.1470457257349124,-2.7433200309444676
0.0743321718931475,0.06570315459939281,1.0614222091620187
0.08672086720867209,0.14088384538768825,-0.9063684726586743
0.09910956252419667,0.1718527842187993,2.2295045731096037
0.11149825783972125,0.1352283821697066,0.28634476458427127
0.12388695315524584,0.2364703534865722,-2.4078186091569935
0.13627564847077042,0.1408062631738449,1.18815162700497
0.148664343786295,0.1921648568349105,-0.7376512329148932
0.1610530391018196,0.21556432610633888,2.4816395342049655
0.17344173441734417,0.14699860447798827,0.4069811165884679
0.18583042973286876,0.26649961199588307,-2.2801982073293194
0.19821912504839334,0.12246188898035218,1.2469390406943033
0.21060782036391792,0.15495668273990598,-0.6319524480047759
0.2229965156794425,0.11067719158470099,-0.04849557332131164
0.2353852109949671,0.3467211473005522,2.638611771489965
0.24777390631049168,0.3024728481116072,0.03265338578444678
0.26016260162601623,0.41222534669966787,-2.2677405325757714
0.27255129694154084,0.32920193283343313,0.3093246975614442
0.28493999225706546,1.714123017553194,-2.521671795646714
0.29732868757259,1.6067175559978313,0.36306206936699204
0.30971738288811457,3.7025826530381836,-1.973782378719185
0.3221060782036392,34.18222237612166,1.1164146133916166
0.3344947735191638,50.28036990584115,-2.1011402041713567
0.34688346883468835,19.430938686130762,0.9295089561581288
0.3592721641502129,0.3050185409233992,-2.1274333774477516
0.3716608594657375,1.9601856496256638,1.4190238512710376
0.3840495547812621,1.8069899137104937,1.4514954954787054
0.3964382500967867,12.427159369859734,-1.7444238654071977
0.40882694541231124,13.894125593912582,1.386272387053711
0.42121564072783585,3.451407629509181,-1.718499508355001
0.43360433604336046,0.8887337277374792,2.3574531930110467
0.445993031358885,1.4388525354557877,-1.2133766826832355
0.4583817266744096,0.1897670751989249,1.7556659856471803
0.4707704219899342,0.1601606318679843,2.4031395727770657
0.4831591173054588,0.03656392577210071,-0.20385199983981636
0.49554781262098335,0.0771939857107607,-2.18744532095975
0.5079365079365079,0.1339955687718323,1.512591686335685
0.5203252032520325,0.13993869440953993,-1.9404322469109412
0.5327138985675571,0.10613173006362507,-1.740250765822594
0.5451025938830817,0.464648319797121,-0.9175096973114184
0.5574912891986062,2.1673614739100486,2.020048070959684
0.5698799845141309,1.2143604520077262,-1.4827648496405985
0.5822686798296555,4.399931445443616,2.5510825926514373
0.59465737514518,15.587299394810998,-0.5761752239315261
0.6070460704607046,12.739103931886087,2.5582920995114775
0.6194347657762291,1.5797808071590056,-0.6491431543122662
0.6318234610917538,0.38326657530073366,-0.4559326077629103
0.6442121564072784,0.715071662902541,-2.8290163428105664
0.6566008517228029,6.552719252228129,0.8553683096318279
0.6689895470383276,9.805068669903122,-2.1027192929631853
0.6813782423538521,3.7675116995575206,1.2706633196619592
0.6937669376693767,0.2792769287617652,0.25005044036342605
0.7061556329849012,0.34488008343407395,2.470412507297939
0.7185443283004258,3.436147106970565,2.5698708748349612
0.7309330236159505,10.874760634992603,-0.5490578405361545
0.743321718931475,7.981434267230082,2.583638069147044
0.7557104142469996,1.0591498162738175,-0.2849601859974621
0.7680991095625243,1.0701255559334617,-2.8731091604451184
0.7804878048780488,0.9158075525888002,-0.005140120531815031
0.7928765001935734,0.16184030512513473,0.6291095100356702
0.8052651955090979,0.16406526128960286,2.3602726320658847
0.8176538908246225,0.6722155542753089,2.729270098721033
0.8300425861401471,1.0178700831809626,-0.7500041091909943
0.8424312814556717,1.082031449027388,-0.5584031438171008
0.8548199767711963,2.1125939923601487,1.3284172793919498
0.8672086720867209,3.7858642225350843,-2.9570931641941276
0.8795973674022455,17.43692126999401,-3.0776029148763206
0.89198606271777,41.5803013925875,0.028325127781438066
0.9043747580332946,20.015250240701477,3.0474121203404874
0.9167634533488191,118.73816767182103,0.6267355126083786
0.9291521486643438,252.2651007389258,-2.5172129818817766
0.9415408439798684,135.11432677408436,0.6213884108712362
0.9539295392953929,9.189887512955593,0.6844518756001736
0.9663182346109176,17.12728987678223,-2.776964658604374
0.9787069299264421,36.79237641247003,1.200714018719484
0.9910956252419667,317.25058520966326,-2.1073228960112673
1.0034843205574913,481.33639445202067,0.9434393353439235
1.0158730158730158,189.44632594768484,-2.273554396189756
1.0282617111885404,4.34897335996624,2.301422674949266
1.040650406504065,19.1857673249444,-1.748246142476581
1.0530391018195897,6.316571856673252,1.3929245124072174
1.0654277971351143,2.7417244472803723,-2.4692780429173538
1.0778164924506388,5.32286406655422,0.9498845902409175
1.0902051877661634,2.7656414707716497,-2.1017257036598616
1.102593883081688,0.17688242045934724,1.3522669703491923
1.1149825783972125,0.9703555828055282,-1.7302892445677276
1.127371273712737,0.32712924527712756,1.5208444607807563
1.1397599690282618,0.044750992789111384,2.063499505945002
1.1521486643437864,0.061600160135909084,-2.7463833537466606
1.164537359659311,0.07460790804870009,-1.5392474138657501
1.1769260549748355,0.036987532014515864,-1.6762029465818498
1.18931475029036,0.026970770409617328,1.031593071130776
1.2017034456058846,0.02577763445010657,-2.291542540323196
1.2140921409214092,0.007334667916962924,-2.1936253893374102
1.2264808362369337,0.04968440882163843,-1.443516439513647
1.2388695315524583,0.012046019255346648,2.8540991378164926
1.251258226867983,0.0028334158554778263,-2.464055613054833
1.2636469221835076,0.015305189780495658,1.8863244846418181
1.2760356174990322,0.034479832625509306,-1.6999322876709397
1.2884243128145567,0.02187159119458218,-0.13433590776350576
1.3008130081300813,0.015044441761264267,-1.8122299495984344
1.3132017034456058,0.043869748845562134,2.675956204187331
1.3255903987611304,0.014822882233428505,-0.3307426243320588
1.3379790940766552,0.03721122324905094,-1.5658772757780774
1.3503677893921797,0.023166566272423812,0.9643769685335284
1.3627564847077043,0.028020918553189788,-0.7416129412013296
1.3751451800232288,0.07183227907639135,3.0535435345180186
1.3875338753387534,0.02718174090368633,-0.1310071299365898
1.399922570654278,0.03359335356819768,2.718122119637457
1.4123112659698025,0.0568982278050554,-0.3922637828560458
1.424699961285327,0.011144634976546367,-2.287674854956828
1.4370886566008516,0.029489054321392212,-2.867332015017064
1.4494773519163764,0.01438613652330454,2.104179118079411
1.461866047231901,0.01907489533576399,-1.4467313923091445
1.4742547425474255,0.036107454614443514,1.0789062646899092
1.48664343786295,0.03195116410219176,-1.4504331097758825
1.4990321331784746,0.04472121433777422,3.0089980975750605
1.5114208284939992,0.0338086836808988,-0.19718742771705353
1.5238095238095237,0.022393278023192117,-3.139623355414237
1.5361982191250485,0.0487490402711189,1.1294022550544232
1.548586914440573,0.04089188740324226,-1.7389191768123928
1.5609756097560976,0.04018353391693038,-2.4706556003527362
1.5733643050716222,0.039698240725537806,0.8985030153350907
1.5857530003871467,0.022509004372248165,-1.0800591743624983
1.5981416957026713,0.0591097601644056,2.0808009687142563
1.6105303910181958,0.12327207329799542,-1.0806081582080262
1.6229190863337204,0.4065605705891375,2.6640262938126003
1.635307781649245,0.14570399365124945,-1.4253323018783892
1.6476964769647697,2.4095732039924465,-3.1127489849119594
1.6600851722802943,9.187581079077043,-0.045179361067305926
1.6724738675958188,8.31024164224509,3.0151082956207924
1.6848625629113434,1.6863698078060443,-0.2682758808417858
1.697251258226868,0.16508814915434847,-2.0519381698840142
1.7096399535423925,0.3526984405189166,0.2113082672960906
1.722028648857917,1.5151577232249707,0.29388607658746146
1.7344173441734418,4.084014592846644,-2.871867464836777
1.7468060394889664,2.7610723388942584,0.246622779651013
1.759194734804491,0.26964376305948157,-2.319611819339524
1.7715834301200155,0.4202849730631535,1.0944745871176136
1.78397212543554,0.41755074318833024,-2.9402945160244376
1.7963608207510646,0.27687026226732947,-1.288413283692976
1.8087495160665892,0.2453115897331139,-0.6010774899654584
1.8211382113821137,2.0673935499961353,0.3999984197055814
1.8335269066976383,2.472886189118784,-3.093024925897468
1.845915602013163,3.6487665272481706,3.1159037143407864
1.8583042973286876,6.768234291177751,-1.0757050468315152
1.8706929926442122,9.221451086327482,1.0582688430161395
1.8830816879597367,53.23334258467233,0.8303125000668791
1.8954703832752613,109.06682784555287,-2.359905223251002
1.9078590785907859,53.16778473232443,0.757616209304025
1.9202477739063104,342.6316735168528,-1.7080871571460292
1.9326364692218352,659.2057297404432,1.4330406426445494
1.9450251645373597,316.51640012443033,-1.7037657261658876
1.9574138598528843,9.418620471854497,-1.3598648444869876
1.9698025551684089,4.1139803813532,1.0053555890302046
1.9821912504839334,68.90264871598949,-0.9821112326488275
1.994579945799458,244.0984742636823,2.2539587692442993
2.0069686411149825,200.9484852757635,-0.8090648990434394
2.0193573364305073,24.933663497096248,2.7435832235142437
2.0317460317460316,7.1893140001397855,2.2815527507199063
2.0441347270615564,0.5931333831021617,-0.7667004620898087
2.0565234223770807,4.075076845919366,1.7841021791488332
2.0689121176926055,4.03574426915888,-1.8032706197499162
2.08130081300813,2.377135018394396,1.6058949456639746
2.0936895083236546,0.2142231442884751,-0.821070830376068
2.1060782036391794,0.6699479657503459,2.188215612833298
2.1184668989547037,0.09381888711338503,-0.8028454740599722
2.1308555942702285,0.03557842779634781,-2.245765914696815
2.143244289585753,0.09978629042173268,1.9847542459894476
2.1556329849012776,0.021595120966602804,0.9596378936715494
2.168021680216802,0.10736659287138205,3.072732088599835
2.1804103755323267,0.08369813977822052,1.2294455625893024
2.1927990708478515,0.028452256619614258,-2.1094791467088605
2.205187766163376,0.08087877097196082,2.0180523826324155
2.2175764614789006,0.3651770687193831,-0.9688222920833071
2.229965156794425,0.36839953161219374,2.1565388535520404
