Lag [hours],IRC [-],BRF [-]
0.0,0.14016554245696203,0.14016554245696203
0.5,0.03620889554170096,0.17637443799866298
1.0,0.05840326465366276,0.23477770265232573
1.5,0.05061804669512996,0.2853957493474557
2.0,0.02200013579197915,0.30739588513943483
2.5,0.024092802490384233,0.3314886876298191
3.0,0.007960108654844316,0.3394487962846634
3.5,0.015716164527012175,0.3551649608116756
4.0,0.013703961911642163,0.3688689227233177
4.5,0.021278201851869374,0.3901471245751871
5.0,0.02476118855076175,0.41490831312594884
5.5,0.03350106545269789,0.4484093785786467
6.0,0.024436194239332475,0.4728455728179792
6.5,0.009202747095618668,0.48204831991359787
7.0,0.0165894259071668,0.49863774582076464
7.5,0.009926045938710926,0.5085637917594755
8.0,0.00876565451062175,0.5173294462700972
8.5,0.008865981299294702,0.526195427569392
9.0,-0.014709170844469915,0.5114862567249221
9.5,-0.004350866422682264,0.5071353903022399
10.0,-0.010168382250807833,0.496967008051432
10.5,0.01057849698265867,0.5075455050340907
11.0,-0.012437176621132433,0.49510832841295827
11.5,0.02022879910890252,0.5153371275218608
12.0,0.010385583192780035,0.5257227107146408
12.5,0.028045593766293214,0.5537683044809341
13.0,0.014553339268417847,0.5683216437493519
13.5,0.0284216924442455,0.5967433361935974
14.0,0.01630707822564716,0.6130504144192446
14.5,0.020114669626100288,0.6331650840453449
15.0,0.01035882265247259,0.6435239066978174
15.5,0.002924024955525637,0.6464479316533431
16.0,-0.004058359966268152,0.642389571687075
16.5,-0.01353103371963087,0.6288585379674442
17.0,-0.004719435117837622,0.6241391028496066
17.5,-0.009885893224824275,0.6142532096247824
18.0,-0.011112905771134007,0.6031403038536484
18.5,-0.003458586850080695,0.5996817170035676
19.0,-0.029315687854334686,0.570366029149233
19.5,-0.016748113382767327,0.5536179157664656
20.0,-0.001810808001484275,0.5518071077649813
20.5,-0.006428222759970152,0.5453788850050112
21.0,-0.009363716587823687,0.5360151684171875
21.5,0.005811856878036495,0.5418270252952241
22.0,0.004136149390973969,0.545963174686198
22.5,0.0036429258432648737,0.5496061005294629
23.0,0.03797815577369532,0.5875842563031582
23.5,-0.0034805028755758418,0.5841037534275824
24.0,-0.016883860464242045,0.5672198929633403
