Frequency [cpd],Amplitude [m],Phase [rad]
0.0,3.917310850040256e-06,-1.653950970801871e-14
0.010931450694602598,3.349066277997018e-06,-2.8660165836399147
0.021862901389205196,1.6156671482024115e-06,2.505686054634242
0.03279435208380779,3.991503957555306e-06,-0.6782899244210228
0.04372580277841039,5.887519331523867e-06,0.03705174679530135
0.05465725347301299,2.2595474726346104e-05,2.5984930846202396
0.06558870416761559,2.8634116652806156e-05,-1.2182094147693485
0.07652015486221819,7.135066006126195e-05,1.9815238788150475
0.08745160555682079,0.00011498168140964564,-1.1654785304417465
0.09838305625142338,0.00010797183133351602,-1.4351422140368608
0.10931450694602599,0.0005937598408597554,1.382906947426892
0.12024595764062858,0.0006243969689262796,-2.2014999429229376
0.13117740833523117,0.0004556559574966162,0.19608683334034432
0.14210885902983378,0.0004802276880156999,2.783478041137115
0.15304030972443639,0.0012342901942833098,-0.7931751146548809
0.16397176041903896,0.002061696268829907,2.2162849102725604
0.17490321111364157,0.0009200887634078335,-1.051444830070252
0.18583466180824418,0.0013666703081175791,-0.348721228762805
0.19676611250284676,0.002569791217394315,-2.610347108930845
0.20769756319744936,0.00352847601922905,1.086718604967707
0.21862901389205197,0.0017043097456536018,-2.1524073212093358
0.22956046458665455,0.0017058513724701812,-0.5103422506623133
0.24049191528125716,0.002791033536518825,2.5133817135624317
0.25142336597585974,0.0019063172671766545,-1.0054901849076878
0.26235481667046234,0.0010187005115615234,0.27233312691795275
0.27328626736506495,0.002525852249301627,2.170448737799558
0.28421771805966756,0.0024197149365502682,-1.7571853631522814
0.29514916875427016,0.0012421936180810305,0.8020133782862294
0.30608061944887277,0.0005670760141081529,-1.2884710256221192
0.3170120701434753,0.004836232173221265,-0.07308755580265372
0.32794352083807793,0.009640221884217967,3.0673412208361204
0.33887497153268054,0.005454446248389474,0.32661937348912157
0.34980642222728314,0.0025588072107794405,-2.8124272111623023
0.36073787292188575,0.006029959129074147,-0.5607793639463786
0.37166932361648836,0.004111494457940012,2.5393227796819127
0.38260077431109096,0.0013415998688775276,2.968647080386364
0.3935322250056935,0.0032452359024459972,0.36018056111452185
0.4044636757002961,0.004042200866464148,-1.9144496140542413
0.41539512639489873,0.004359284988534938,1.3139096528287144
0.42632657708950134,0.0033946271194759785,-2.175444884262736
0.43725802778410394,0.003107924761411699,1.80023621283734
0.44818947847870655,0.0033890681208995355,-0.7276513635489572
0.4591209291733091,0.0023128037730665314,-1.6203669169286548
0.4700523798679117,0.0031127645016891946,1.9411897896986867
0.4809838305625143,0.0022742108715498024,1.9541745099265495
0.4919152812571169,0.004621348298242271,-1.1552803723863176
0.5028467319517195,0.0025018333175109327,1.8180987838716023
0.5137781826463221,0.0012684568066202754,-2.4652142060987305
0.5247096333409247,0.0003290286986322138,-0.3998870310360207
0.5356410840355273,0.0013803265244552465,0.0606858514998041
0.5465725347301299,0.0019216307188973838,2.9572331138094596
0.5575039854247326,0.0015966285974112749,0.9670215353136133
0.5684354361193351,0.002686430061606161,-1.3606427825253842
0.5793668868139377,0.001540196551328945,1.2118730500104702
0.5902983375085403,0.0015161464733720682,-2.6987379644752276
0.6012297882031429,0.0012975424774035907,-0.28571390509230277
0.6121612388977455,0.0034853593098129916,2.469243834842348
0.6230926895923481,0.0018623399670343556,-0.7832583476018974
0.6340241402869506,0.002604656683461399,-0.6379064254571049
0.6449555909815533,0.0022208052110180027,2.8156798665958935
0.6558870416761559,0.0023647312655119958,1.3614593601561114
0.6668184923707585,0.0023935184605426074,-2.011120090502265
0.6777499430653611,0.0023504847110907843,0.1561158914004047
0.6886813937599637,0.0012189439532849387,2.9487498177023093
0.6996128444545663,0.0016559653756290313,0.45283386989047597
